condition,subjID,phase,trial,trial_type,target,correct_order,correct,wrong,strategy,strategy_coded,lang1,lang1_rating,lang2,lang2_rating,lang3,lang3_rating,lang4,lang4_rating,response,accuracy,catch_accuracy
shapes,MO8W2WJN,test,1,ident-pre,circle-scalene,2,circle-scalene,diamond-circle-scalene,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,0,ident-pre,diamond-ring,2,diamond-ring,octagon-diamond-ring,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,1,post-pre,ring-triangle,1,ring-triangle-ellipse,ellipse-ring-triangle,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,0,0.894736842
shapes,MO8W2WJN,test,2,post-pre,octagon-rectangle,1,octagon-rectangle-heart,heart-octagon-rectangle,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,0,0.894736842
shapes,MO8W2WJN,test,3,post-pre,circle-octagon,2,circle-octagon-trapeze,trapeze-circle-octagon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,4,post-pre,heart-pentagon,2,heart-pentagon-triangle,triangle-heart-pentagon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,5,post-pre,hexagon-pentagon,1,hexagon-pentagon-arrow,arrow-hexagon-pentagon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,0,0.894736842
shapes,MO8W2WJN,test,6,post-diff,arrow-semicircle,2,arrow-semicircle-kite,ellipse-rectangle-kite,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,7,ident-pre,pac-parallelogram,1,pac-parallelogram,square-pac-parallelogram,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,8,post-pre,octagon-parallelogram,2,octagon-parallelogram-pentagon,pentagon-octagon-parallelogram,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,0,0.894736842
shapes,MO8W2WJN,test,9,post-pre,pac-rectangle,2,pac-rectangle-cross,cross-pac-rectangle,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,10,post-pre,diamond-square,1,diamond-square-hexagon,hexagon-diamond-square,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,11,post-pre,kite-ring,2,kite-ring-rectangle,rectangle-kite-ring,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,0,0.894736842
shapes,MO8W2WJN,test,12,post-pre,pac-quatrefoil,2,pac-quatrefoil-arrow,arrow-pac-quatrefoil,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,13,post-diff,ellipse-rectangle,2,ellipse-rectangle-cross,pentagon-trefoil-kite,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,14,pre-diff,pentagon-rectangle,1,diamond-pentagon-rectangle,circle-scalene-cross,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,15,post-pre,pac-trapeze,2,pac-trapeze-ring,ring-pac-trapeze,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,0,0.894736842
shapes,MO8W2WJN,test,16,post-pre,ring-star,1,ring-star-pac,pac-ring-star,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,17,post-pre,cross-kite,1,cross-kite-semicircle,semicircle-cross-kite,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,18,post-pre,semicircle-square,2,semicircle-square-star,star-semicircle-square,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,19,post-pre,rectangle-trapeze,1,rectangle-trapeze-semicircle,semicircle-rectangle-trapeze,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,20,post-pre,circle-rectangle,1,circle-rectangle-kite,kite-circle-rectangle,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,21,ident-diff,arrow-right,2,arrow-right,rectangle-semicircle-polygon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,22,ident-post,rectangle-ring,1,rectangle-ring,rectangle-ring-polygon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,23,ident-pre,square-star,1,square-star,trefoil-square-star,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,24,pre-diff,octagon-semicircle,2,pac-octagon-semicircle,triangle-star-heart,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,0,0.894736842
shapes,MO8W2WJN,test,25,ident-post,circle-hexagon,1,circle-hexagon,circle-hexagon-star,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,26,post-pre,cross-heart,1,cross-heart-right,right-cross-heart,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,27,post-pre,ellipse-polygon,1,ellipse-polygon-square,square-ellipse-polygon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,0,0.894736842
shapes,MO8W2WJN,test,28,ident-diff,hexagon-star,1,hexagon-star,right-polygon-circle,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,29,ident-post,heart-star,1,heart-star,heart-star-arrow,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,30,ident-diff,ring-scalene,1,ring-scalene,pac-hexagon-crescent,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,31,post-pre,heart-trapeze,1,heart-trapeze-hexagon,hexagon-heart-trapeze,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,32,post-pre,hexagon-right,1,hexagon-right-star,star-hexagon-right,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,33,post-pre,hexagon-polygon,2,hexagon-polygon-circle,circle-hexagon-polygon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,34,pre-diff,pentagon-square,2,rectangle-pentagon-square,circle-ellipse-trapeze,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,35,post-pre,circle-trapeze,2,circle-trapeze-polygon,polygon-circle-trapeze,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,36,post-pre,kite-pentagon,1,kite-pentagon-arrow,arrow-kite-pentagon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,1,0.894736842
shapes,MO8W2WJN,test,37,post-pre,pac-triangle,2,pac-triangle-right,right-pac-triangle,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,MO8W2WJN,test,38,post-pre,arrow-polygon,2,arrow-polygon-heart,heart-arrow-polygon,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,1,0,0.894736842
shapes,MO8W2WJN,test,39,post-diff,right-triangle,2,right-triangle-trapeze,circle-pentagon-triangle,looking shape of the object,no_strategy,English,9,1,6,NA,NA,NA,NA,2,1,0.894736842
shapes,9GJ5H1T6,test,0,ident-post,arrow-trapeze,2,arrow-trapeze,arrow-trapeze-heart,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,1,ident-pre,polygon-trapeze,2,polygon-trapeze,crescent-polygon-trapeze,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,0,pre-diff,crescent-scalene,1,cross-crescent-scalene,rectangle-ellipse-scalene,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,1,ident-post,cross-pentagon,1,cross-pentagon,cross-pentagon-circle,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,2,post-pre,arrow-trefoil,1,arrow-trefoil-ring,ring-arrow-trefoil,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,3,post-pre,cross-parallelogram,1,cross-parallelogram-kite,kite-cross-parallelogram,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,4,ident-pre,diamond-heart,1,diamond-heart,quatrefoil-diamond-heart,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,5,ident-diff,parallelogram-trefoil,1,parallelogram-trefoil,star-cross-trefoil,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,6,post-pre,parallelogram-pentagon,2,parallelogram-pentagon-polygon,polygon-parallelogram-pentagon,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,7,post-pre,octagon-polygon,2,octagon-polygon-trapeze,trapeze-octagon-polygon,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,8,post-pre,right-trefoil,2,right-trefoil-diamond,diamond-right-trefoil,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,9,post-pre,kite-square,2,kite-square-triangle,triangle-kite-square,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,10,ident-post,polygon-star,1,polygon-star,polygon-star-trefoil,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,11,post-pre,rectangle-ring,1,rectangle-ring-square,square-rectangle-ring,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,12,pre-diff,arrow-diamond,2,square-arrow-diamond,semicircle-quatrefoil-parallelogram,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,13,post-pre,pentagon-trefoil,1,pentagon-trefoil-octagon,octagon-pentagon-trefoil,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,14,ident-post,quatrefoil-scalene,1,quatrefoil-scalene,quatrefoil-scalene-star,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,15,ident-pre,polygon-square,1,polygon-square,crescent-polygon-square,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,16,post-pre,semicircle-triangle,2,semicircle-triangle-crescent,crescent-semicircle-triangle,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,17,post-diff,parallelogram-triangle,1,parallelogram-triangle-hexagon,crescent-rectangle-ellipse,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,18,post-pre,polygon-quatrefoil,1,polygon-quatrefoil-triangle,triangle-polygon-quatrefoil,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,19,post-pre,circle-trapeze,1,circle-trapeze-parallelogram,parallelogram-circle-trapeze,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,20,post-pre,cross-ellipse,2,cross-ellipse-quatrefoil,quatrefoil-cross-ellipse,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,21,post-pre,quatrefoil-triangle,2,quatrefoil-triangle-right,right-quatrefoil-triangle,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,22,post-pre,arrow-crescent,2,arrow-crescent-circle,circle-arrow-crescent,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,23,post-pre,ellipse-parallelogram,1,ellipse-parallelogram-quatrefoil,quatrefoil-ellipse-parallelogram,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,24,post-pre,rectangle-scalene,2,rectangle-scalene-heart,heart-rectangle-scalene,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,25,post-diff,circle-diamond,1,circle-diamond-crescent,hexagon-arrow-ellipse,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,26,post-pre,crescent-rectangle,1,crescent-rectangle-scalene,scalene-crescent-rectangle,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1
shapes,9GJ5H1T6,test,27,ident-diff,heart-octagon,2,heart-octagon,pac-hexagon-crescent,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
shapes,9GJ5H1T6,test,28,post-pre,arrow-ring,2,arrow-ring-scalene,scalene-arrow-ring,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1
